age,workclass,education,marital-status,occupation,race,sex,weekly_worked_hours,native-country,gross_income,capital_gains/loss
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,-1848
70, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,35, United-States, >50K,20051
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,-1887
25, Private, 9th, Never-married, Craft-repair, White, Male,40, United-States, <=50K,914
30, Private, Assoc-acdm, Divorced, Adm-clerical, White, Female,40, United-States, <=50K,-1762
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,-1977
35, Private, Bachelors, Never-married, Tech-support, Asian-Pac-Islander, Female,40, United-States, <=50K,4650
49, Local-gov, Bachelors, Divorced, Exec-managerial, White, Female,40, United-States, <=50K,-625
39, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,-1887
47, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,45, United-States, >50K,-1887
78, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K,9386
26, Private, 11th, Never-married, Other-service, Black, Male,32, United-States, <=50K,1055
55, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,-1977
34, Local-gov, HS-grad, Married-civ-spouse, Other-service, White, Female,35, United-States, <=50K,-1740
42, Private, Masters, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,7688
38, Private, 10th, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,3103
37, Private, Some-college, Never-married, Exec-managerial, White, Male,40, United-States, <=50K,2174
31, Private, Some-college, Never-married, Sales, White, Female,40, United-States, <=50K,-1504
18, Other, Some-college, Never-married, Other, White, Male,10, United-States, <=50K,594
39, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,7298
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, >50K,-1887
31, Other, Bachelors, Married-civ-spouse, Other, White, Female,20, United-States, >50K,-1902
55, State-gov, HS-grad, Married-civ-spouse, Tech-support, White, Female,40, United-States, >50K,-1887
23, Other, Assoc-acdm, Never-married, Other, White, Male,20, United-States, <=50K,-1721
71, Private, 7th-8th, Widowed, Exec-managerial, White, Male,40, United-States, >50K,6097
35, Private, HS-grad, Never-married, Adm-clerical, White, Female,40, United-States, <=50K,6849
37, Private, Some-college, Divorced, Handlers-cleaners, White, Male,40, United-States, <=50K,-1504
40, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, White, Male,48, United-States, >50K,7298
40, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,7688
58, Private, 9th, Married-civ-spouse, Machine-op-inspct, Black, Male,40, United-States, <=50K,3781
25, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Female,40, United-States, >50K,7688
62, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,15024
34, Private, Some-college, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K,4064
27, Private, Bachelors, Never-married, Prof-specialty, White, Female,36, United-States, <=50K,4865
44, Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male,40, United-States, >50K,4386
75, Other, HS-grad, Married-AF-spouse, Other, White, Female,14, United-States, <=50K,2653
40, Private, Bachelors, Divorced, Sales, White, Male,40, United-States, >50K,14084
32, Private, Some-college, Never-married, Craft-repair, White, Male,45, United-States, <=50K,4650
39, Self-emp-not-inc, Doctorate, Never-married, Prof-specialty, White, Male,40, United-States, >50K,4787
43, Private, Some-college, Married-civ-spouse, Sales, White, Male,40, United-States, >50K,3103
25, Private, Some-college, Never-married, Sales, Black, Female,30, United-States, <=50K,3418
72, Other, Bachelors, Separated, Other, White, Female,7, United-States, <=50K,991
42, Private, Masters, Never-married, Exec-managerial, White, Female,40, United-States, <=50K,4650
42, Private, Prof-school, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,15024
43, Private, Assoc-voc, Married-civ-spouse, Tech-support, White, Female,32, United-States, >50K,-1902
20, Other, Some-college, Never-married, Other, Black, Male,10, United-States, <=50K,34095
61, Self-emp-inc, Some-college, Married-civ-spouse, Sales, White, Male,35, United-States, >50K,-1902
31, Private, Masters, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,5178
38, Private, Assoc-voc, Never-married, Tech-support, White, Female,40, United-States, <=50K,2354
23, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, <=50K,3908
48, Private, HS-grad, Never-married, Machine-op-inspct, Black, Female,40, United-States, <=50K,2174
50, Private, 7th-8th, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,3411
46, Private, Masters, Divorced, Exec-managerial, White, Female,45, United-States, <=50K,-323
45, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K,4386
27, Private, Assoc-acdm, Never-married, Exec-managerial, White, Male,40, United-States, <=50K,3325
59, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,15024
48, Private, Some-college, Divorced, Adm-clerical, White, Female,38, United-States, <=50K,-1590
41, Local-gov, Some-college, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K,3942
44, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,5178
57, Private, HS-grad, Separated, Machine-op-inspct, White, Male,40, Cuba, <=50K,2174
34, Private, Some-college, Married-civ-spouse, Other-service, White, Female,12, Other, <=50K,-1628
21, Private, Some-college, Never-married, Craft-repair, White, Male,30, United-States, <=50K,-1719
44, Private, 11th, Married-civ-spouse, Prof-specialty, White, Female,36, United-States, >50K,5178
27, Private, Some-college, Married-civ-spouse, Tech-support, White, Male,40, United-States, <=50K,3908
41, Local-gov, Masters, Divorced, Prof-specialty, White, Male,40, United-States, <=50K,-1974
65, Private, HS-grad, Married-civ-spouse, Sales, White, Male,10, United-States, >50K,9386
38, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K,-1887
34, Private, Assoc-voc, Never-married, Prof-specialty, White, Female,20, United-States, <=50K,1639
73, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Asian-Pac-Islander, Male,40, Vietnam, <=50K,-2457
40, Private, Some-college, Divorced, Tech-support, White, Female,40, United-States, <=50K,-213
59, State-gov, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K,-2179
29, Private, HS-grad, Never-married, Sales, Black, Female,40, United-States, <=50K,-1138
44, Private, HS-grad, Divorced, Adm-clerical, White, Female,45, United-States, <=50K,-1504
31, Private, HS-grad, Never-married, Sales, White, Female,30, United-States, <=50K,-1594
53, Private, Masters, Divorced, Prof-specialty, White, Female,38, United-States, <=50K,-1876
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,15024
32, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, United-States, >50K,7298
43, Private, Some-college, Never-married, Handlers-cleaners, Asian-Pac-Islander, Female,40, United-States, <=50K,1055
70, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,-2246
36, Private, Bachelors, Never-married, Other-service, White, Male,20, Other, <=50K,2176
27, Private, Some-college, Never-married, Craft-repair, Asian-Pac-Islander, Male,45, Cambodia, <=50K,-1876
39, State-gov, HS-grad, Separated, Adm-clerical, White, Female,35, United-States, <=50K,-625
29, Private, Bachelors, Never-married, Prof-specialty, White, Male,45, United-States, >50K,8614
39, Private, Masters, Never-married, Sales, White, Male,45, United-States, >50K,-2444
45, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,-1848
38, Self-emp-not-inc, 10th, Married-civ-spouse, Sales, White, Male,40, United-States, >50K,-1887
37, Private, 9th, Married-civ-spouse, Other-service, White, Male,40, United-States, <=50K,3137
41, Private, Some-college, Divorced, Sales, White, Male,45, United-States, <=50K,2174
69, Self-emp-not-inc, 7th-8th, Never-married, Farming-fishing, White, Male,10, United-States, <=50K,1848
51, Federal-gov, Bachelors, Married-civ-spouse, Farming-fishing, White, Male,40, United-States, >50K,5178
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, >50K,7688
61, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K,4064
61, Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,20, United-States, >50K,15024
69, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K,-2267
70, Private, 9th, Married-civ-spouse, Machine-op-inspct, White, Female,40, United-States, <=50K,2653
53, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,-1977
48, Private, Doctorate, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,40, China, >50K,-1902
64, Federal-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K,9386
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female,40, United-States, <=50K,3942
71, Private, Bachelors, Never-married, Craft-repair, White, Male,45, United-States, >50K,11678
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, >50K,5178
49, Private, HS-grad, Separated, Prof-specialty, White, Female,40, Puerto-Rico, <=50K,-625
55, Private, HS-grad, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K,4064
79, Self-emp-inc, 12th, Widowed, Sales, White, Male,45, United-States, >50K,18481
26, Private, Bachelors, Never-married, Exec-managerial, White, Male,45, United-States, >50K,-2258
50, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,7298
61, Other, Some-college, Married-civ-spouse, Other, White, Male,30, United-States, >50K,99999
28, Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, >50K,-1887
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, White, Male,45, United-States, >50K,99999
68, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, White, Male,40, United-States, >50K,20051
63, Private, 11th, Widowed, Sales, White, Female,30, United-States, <=50K,2176
49, Private, HS-grad, Married-civ-spouse, Sales, White, Male,44, United-States, <=50K,-1672
46, Local-gov, Masters, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K,-1902
40, Private, Some-college, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, >50K,-1887
21, Private, HS-grad, Never-married, Other-service, Black, Male,25, United-States, <=50K,-1719
31, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male,48, United-States, >50K,-1977
48, Other, Assoc-acdm, Divorced, Other, White, Female,40, United-States, >50K,14084
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,43, United-States, >50K,7298
54, Private, HS-grad, Married-civ-spouse, Sales, White, Male,40, United-States, >50K,-1848
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,44, United-States, >50K,4386
67, Private, 1st-4th, Widowed, Machine-op-inspct, White, Female,34, Ecuador, <=50K,2062
40, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,7688
31, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Female,35, United-States, >50K,5178
54, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, White, Male,35, United-States, <=50K,-2001
39, Private, Some-college, Never-married, Other-service, Black, Female,40, United-States, <=50K,-2205
29, Private, Bachelors, Never-married, Adm-clerical, Asian-Pac-Islander, Female,40, Taiwan, <=50K,2202
40, Local-gov, Bachelors, Divorced, Tech-support, White, Female,40, England, >50K,8614
23, Private, Bachelors, Never-married, Sales, White, Male,12, United-States, <=50K,-1602
21, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,-2603
39, Local-gov, Some-college, Never-married, Adm-clerical, White, Female,44, United-States, <=50K,2202
58, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Black, Male,40, United-States, >50K,-1848
28, State-gov, Some-college, Separated, Exec-managerial, White, Male,40, United-States, <=50K,-2339
68, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,20051
34, Private, HS-grad, Divorced, Sales, White, Male,45, United-States, <=50K,-1669
21, Private, 11th, Married-spouse-absent, Handlers-cleaners, White, Male,40, Dominican-Republic, <=50K,-1762
44, State-gov, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K,3411
31, Private, Some-college, Never-married, Adm-clerical, White, Female,38, United-States, <=50K,2463
30, Private, 9th, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,2580
36, Private, Bachelors, Never-married, Exec-managerial, White, Male,40, United-States, >50K,8614
46, State-gov, HS-grad, Married-civ-spouse, Other-service, Black, Male,40, United-States, >50K,7298
66, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White, Male,26, United-States, >50K,5556
39, Private, Bachelors, Married-civ-spouse, Transport-moving, White, Male,45, Philippines, >50K,-1977
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K,-1977
43, Other, Assoc-voc, Widowed, Other, White, Female,36, United-States, <=50K,-2339
46, Private, Some-college, Married-civ-spouse, Transport-moving, White, Male,40, United-States, >50K,3103
30, Private, HS-grad, Never-married, Sales, White, Female,30, United-States, <=50K,-1602
47, Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,48, United-States, >50K,99999
44, Private, Bachelors, Never-married, Adm-clerical, White, Female,20, United-States, <=50K,-1617
51, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, White, Female,35, United-States, >50K,99999
30, Private, HS-grad, Never-married, Sales, White, Female,40, United-States, <=50K,-1980
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,30, United-States, <=50K,-1573
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White, Male,40, United-States, >50K,-1902
41, State-gov, HS-grad, Never-married, Transport-moving, White, Female,40, United-States, >50K,14344
30, Private, Some-college, Divorced, Machine-op-inspct, White, Male,40, United-States, <=50K,-1617
42, Private, Prof-school, Married-civ-spouse, Sales, Amer-Indian-Eskimo, Female,40, South, >50K,15024
53, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,4386
34, Other, Some-college, Married-civ-spouse, Other, White, Female,6, United-States, >50K,7688
74, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Male,25, United-States, >50K,20051
29, Private, Assoc-acdm, Married-civ-spouse, Sales, Other, Female,45, United-States, >50K,7688
35, Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female,27, United-States, <=50K,3908
30, Private, 7th-8th, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,2829
27, Private, 11th, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,-1902
57, Private, 12th, Married-civ-spouse, Transport-moving, Black, Male,40, United-States, >50K,7688
42, Local-gov, Bachelors, Never-married, Adm-clerical, White, Female,40, United-States, >50K,99999
22, Federal-gov, Some-college, Married-civ-spouse, Sales, White, Male,37, United-States, <=50K,-1902
45, Private, 9th, Married-civ-spouse, Other-service, White, Male,40, United-States, >50K,-1848
39, Private, Some-college, Divorced, Exec-managerial, White, Female,40, United-States, <=50K,-625
37, Private, Some-college, Widowed, Other-service, White, Female,40, Other, <=50K,2354
18, Private, 11th, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K,-1602
31, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,7298
34, Private, Some-college, Married-civ-spouse, Tech-support, White, Male,40, United-States, <=50K,-1485
69, Other, Bachelors, Married-civ-spouse, Other, White, Male,10, United-States, >50K,10605
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,42, United-States, >50K,-1887
19, Local-gov, Some-college, Never-married, Adm-clerical, White, Female,30, United-States, <=50K,-1721
34, Self-emp-inc, Masters, Never-married, Exec-managerial, White, Female,45, France, >50K,4787
33, Federal-gov, Some-college, Married-civ-spouse, Tech-support, White, Female,40, United-States, <=50K,4064
61, Private, Bachelors, Divorced, Sales, Black, Male,48, United-States, >50K,4787
51, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K,-1902
54, Private, Bachelors, Married-civ-spouse, Sales, White, Male,40, United-States, >50K,3103
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, White, Male,30, United-States, <=50K,2829
32, State-gov, Some-college, Never-married, Protective-serv, Black, Female,40, United-States, <=50K,3887
71, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,20051
48, State-gov, Some-college, Married-civ-spouse, Protective-serv, White, Male,40, United-States, >50K,-1902
65, Other, HS-grad, Married-civ-spouse, Other, Amer-Indian-Eskimo, Male,40, United-States, <=50K,3818
53, Private, 5th-6th, Married-civ-spouse, Craft-repair, Other, Male,40, Puerto-Rico, >50K,5178
67, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, White, Female,30, England, >50K,20051
37, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,-1628
53, Private, Some-college, Married-civ-spouse, Transport-moving, White, Male,45, United-States, >50K,7298
37, Local-gov, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,5178
56, Self-emp-inc, 12th, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K,-1651
46, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,15024
29, Private, HS-grad, Married-civ-spouse, Other-service, White, Female,40, United-States, >50K,4386
18, Private, HS-grad, Never-married, Transport-moving, White, Male,25, United-States, <=50K,1055
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, <=50K,3781
35, Private, Assoc-voc, Never-married, Adm-clerical, White, Female,40, United-States, >50K,14344
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,7298
48, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,5178
56, Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Male,44, United-States, >50K,5178
47, Private, HS-grad, Divorced, Machine-op-inspct, White, Male,40, United-States, <=50K,4650
36, Private, Bachelors, Married-civ-spouse, Tech-support, White, Male,42, United-States, >50K,3103
70, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, White, Male,8, United-States, >50K,-2246
45, Private, 12th, Married-civ-spouse, Sales, White, Male,40, United-States, >50K,7688
26, Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,-1977
73, Federal-gov, Some-college, Widowed, Tech-support, White, Female,40, United-States, <=50K,3273
46, Federal-gov, Assoc-voc, Married-civ-spouse, Tech-support, White, Male,40, United-States, >50K,-1848
90, Local-gov, HS-grad, Married-civ-spouse, Other-service, White, Male,40, United-States, <=50K,6767
37, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,-1977
43, Private, 9th, Never-married, Machine-op-inspct, Black, Female,40, United-States, <=50K,-625
41, Self-emp-not-inc, HS-grad, Divorced, Sales, White, Male,45, United-States, <=50K,3674
44, Private, Some-college, Divorced, Sales, White, Female,46, United-States, <=50K,-1408
68, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, <=50K,3818
46, Private, Prof-school, Divorced, Prof-specialty, White, Male,40, United-States, >50K,-2824
31, Other, Bachelors, Married-civ-spouse, Other, White, Female,30, Canada, <=50K,4064
45, Private, HS-grad, Divorced, Adm-clerical, Asian-Pac-Islander, Female,40, Japan, <=50K,-1590
41, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,7688
58, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,30, United-States, >50K,7688
25, Private, Assoc-acdm, Divorced, Tech-support, White, Female,25, United-States, <=50K,-1594
33, Private, 7th-8th, Divorced, Handlers-cleaners, White, Male,35, United-States, <=50K,2176
66, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male,30, Hungary, <=50K,2290
35, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K,-2377
53, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K,-1740
30, Private, Bachelors, Never-married, Tech-support, White, Female,45, United-States, >50K,4787
52, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,-1902
44, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Female,30, United-States, <=50K,3137
53, Local-gov, Some-college, Married-civ-spouse, Protective-serv, White, Male,40, United-States, >50K,4386
38, Private, 12th, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,7688
43, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,40, Other, >50K,15024
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,-1902
50, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,5178
45, Self-emp-not-inc, Bachelors, Never-married, Sales, White, Male,45, United-States, >50K,14084
34, Private, HS-grad, Never-married, Machine-op-inspct, White, Male,30, United-States, <=50K,4416
32, Private, Bachelors, Never-married, Exec-managerial, White, Male,48, United-States, >50K,13550
53, Private, HS-grad, Never-married, Sales, White, Male,48, United-States, >50K,-2559
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, >50K,15024
68, Private, Bachelors, Married-civ-spouse, Sales, White, Male,40, United-States, >50K,20051
24, Private, HS-grad, Divorced, Protective-serv, White, Female,40, United-States, <=50K,-1762
65, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Farming-fishing, White, Male,21, United-States, <=50K,1797
31, Local-gov, 10th, Never-married, Transport-moving, White, Male,40, United-States, <=50K,-1741
39, Private, Bachelors, Married-civ-spouse, Tech-support, Asian-Pac-Islander, Male,40, Other, <=50K,3137
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, White, Female,30, United-States, >50K,99999
18, Other, Some-college, Never-married, Other, White, Female,24, United-States, <=50K,-1602
49, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,45, United-States, >50K,3103
44, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K,7688
69, Other, Bachelors, Married-civ-spouse, Other, White, Male,40, United-States, >50K,99999
53, Local-gov, Doctorate, Divorced, Prof-specialty, White, Female,40, United-States, >50K,10520
47, Private, Masters, Married-civ-spouse, Prof-specialty, White, Female,40, United-States, >50K,7688
41, Private, HS-grad, Married-civ-spouse, Sales, White, Male,45, United-States, >50K,-1848
44, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Black, Female,40, United-States, >50K,15024
21, Private, Some-college, Never-married, Prof-specialty, White, Female,32, United-States, <=50K,1055
17, Private, 11th, Never-married, Other-service, White, Male,15, United-States, <=50K,-1721
37, Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male,45, United-States, >50K,-1977
30, Local-gov, Some-college, Never-married, Protective-serv, Black, Male,40, United-States, <=50K,-1974
48, Private, HS-grad, Separated, Adm-clerical, White, Female,40, United-States, <=50K,914
28, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,3411
17, Private, 10th, Never-married, Other-service, White, Female,18, United-States, <=50K,-1602
36, Private, Some-college, Divorced, Sales, White, Female,45, United-States, <=50K,3325
49, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, White, Female,30, United-States, >50K,14084
37, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, <=50K,-1740
60, Federal-gov, Assoc-voc, Divorced, Prof-specialty, White, Male,40, United-States, >50K,4934
38, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, White, Female,40, Other, >50K,7688
40, Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, >50K,7298
67, Self-emp-not-inc, Masters, Widowed, Prof-specialty, White, Male,2, United-States, >50K,18481
60, Private, Bachelors, Divorced, Prof-specialty, White, Female,48, United-States, >50K,8614
32, Private, Bachelors, Married-civ-spouse, Sales, White, Male,45, United-States, >50K,-1977
43, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, >50K,15024
55, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,3103
40, Private, Masters, Married-civ-spouse, Prof-specialty, White, Female,24, United-States, >50K,15024
62, Private, 9th, Never-married, Priv-house-serv, Black, Female,22, United-States, <=50K,1055
31, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,38, United-States, <=50K,3464
30, Private, HS-grad, Never-married, Exec-managerial, White, Male,45, United-States, <=50K,-1876
38, Local-gov, HS-grad, Never-married, Craft-repair, White, Male,40, Canada, <=50K,-1876
28, Private, Assoc-voc, Never-married, Prof-specialty, White, Female,40, United-States, <=50K,4650
58, Other, Some-college, Married-civ-spouse, Other, White, Male,40, United-States, >50K,99999
30, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, White, Male,48, Cuba, >50K,7298
23, Private, HS-grad, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K,-2377
55, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, >50K,-1887
50, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,30, United-States, >50K,7298
53, Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, >50K,-1902
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,30, United-States, >50K,-1887
81, Self-emp-inc, 10th, Married-civ-spouse, Exec-managerial, White, Female,28, United-States, <=50K,2936
30, Private, 11th, Married-civ-spouse, Handlers-cleaners, Asian-Pac-Islander, Male,40, Vietnam, <=50K,-1651
39, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,-1977
37, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, White, Male,40, United-States, >50K,-1887
34, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,7688
43, Federal-gov, Assoc-voc, Never-married, Prof-specialty, White, Female,40, United-States, >50K,13550
36, Federal-gov, Some-college, Never-married, Exec-managerial, Black, Male,40, United-States, >50K,13550
38, Private, Some-college, Never-married, Adm-clerical, White, Female,35, United-States, <=50K,6497
44, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female,40, United-States, >50K,4386
41, Private, Bachelors, Never-married, Prof-specialty, White, Female,40, United-States, <=50K,-1876
51, Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Female,20, United-States, >50K,7688
33, Private, Bachelors, Never-married, Prof-specialty, White, Male,36, United-States, <=50K,-1408
32, Private, Some-college, Never-married, Machine-op-inspct, White, Female,40, Holand-Netherlands, <=50K,-2205
63, Private, Some-college, Married-civ-spouse, Sales, White, Male,48, United-States, >50K,7298
68, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,12, United-States, <=50K,-419
24, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,2407
23, Private, Bachelors, Never-married, Prof-specialty, White, Female,40, United-States, >50K,-2258
58, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, White, Female,35, Other, >50K,-1977
58, Federal-gov, Bachelors, Separated, Prof-specialty, White, Male,40, United-States, >50K,4787
